"Data Source","World Development Indicators",

"Last Updated Date","2021-07-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Luxembourg","LUX","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","91.80701","90.96042","92.56489","91.6181","91.29715","91.4723","90.96099","","","79.01427","85.05187","83.21852","82.16016","","82.38878","79.43545","86.13674","","","","","","","","","","","98.39984","98.22612","97.02836","97.16085","96.15385","96.85886","98.26914","98.81302","98.80862","98.17434","","96.13582","95.66652","96.1628","96.36879","96.51262","98.29089","","","","","",
"Latvia","LVA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.9593","98.34055","98.28579","97.59639","97.32568","97.10992","98.29063","97.48798","97.82212","","","",
"Macao SAR, China","MAC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.59976","","85.30534","","","","","","","87.98374","86.79958","84.52131","84.46863","84.70729","84.61418","84.84346","85.43398","86.15627","86.03832","85.11103","84.89596","85.63038","86.55914","88.30165","91.84989","94.39776","97.03167","96.965","96.42685","","",
"St. Martin (French part)","MAF","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","30.47711","33.41204","35.63422","38.23697","40.36682","42.68273","45.23527","46.07397","48.46205","50.58358","49.72355","48.40702","46.99889","45.92193","44.54752","45.7915","45.73745","46.64296","48.87817","51.81853","54.90639","57.56251","59.51682","60.48058","66.56518","72.24134","77.18017","81.95041","83.68492","84.14041","85.17746","86.3512","87.97167","88.85931","89.02239","92.14432","93.38813","92.82141","94.29996","93.67329","","","97.02559","","","",
"Monaco","MCO","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.08309","94.41983","95.74131","96.22566","96.50757","93.27367","90.85521","89.68594","89.9566","89.51627","90.14494","90.21977","90.45556","90.61525","89.93939","89.68644","89.77003","89.60835","90.07204","","",
"Madagascar","MDG","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","63.03419","","","","","","","","","","","","","","","","","64.85995","63.84127","","","","","57.54389","56.99923","","","65.18301","66.72384","68.02313","68.78684","78.21286","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.36998","","95.77071","97.50161","","98.51924","","","","","","","","","","","","","","97.00251","96.42033","","","",
"Middle East & North Africa","MEA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.65898","79.72585","81.27705","83.70296","86.0852","86.93321","87.7808","88.31958","88.52165","89.72946","91.30392","91.87541","93.32226","93.59561","94.41876","93.60181","","","","","","","",
"Mexico","MEX","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","80.16526","","","","","","","","","","","","","","","","","","","","","","","","","","95.78253","96.42918","","","","","","","","","","","","","","","","","","","","","","",
"Marshall Islands","MHL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.63302","","","","74.83731","76.23719","","","","",
"Middle income","MIC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.92308","91.11373","91.06108","90.82684","90.91918","90.90217","90.90317","","",
"North Macedonia","MKD","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.07971","89.78352","96.82453","94.31851","93.54963","92.18272","92.1476","93.58093","91.50251","90.59722","90.33859","91.34572","94.78137","","89.09018","88.23059","88.93431","91.91605","","95.75968","","","",
"Mali","MLI","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","12.79987","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.90825","","","44.85731","44.80789","47.07999","50.07308","51.84314","54.17564","","","62.69748","64.10311","62.28596","","59.52374","56.81187","57.93754","63.5393","55.75683","","",
"Malta","MLT","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","82.16498","80.39836","79.40518","80.63446","82.87579","87.26523","92.93306","95.28983","96.48813","93.75257","91.76213","93.3501","90.31465","92.14277","95.7693","96.0488","94.90281","95.2509","95.97148","96.42476","95.87488","95.23583","95.31147","94.3003","94.78934","97.65207","99.13231","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","57.38282","","63.22935","56.11856","","","","61.466","","","","","","","","","","","","","","","","","","","","","","88.66937","89.82453","88.2775","90.16079","88.7163","88.7964","88.03024","","89.43049","88.05623","88.4284","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.0085","79.9793","81.54217","84.07784","86.58018","87.3933","88.13851","88.53286","88.4853","89.52602","91.04458","91.72441","92.84013","93.13837","93.81885","93.07235","","","","","","","",
"Montenegro","MNE","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.17193","","98.7813","98.85845","96.79964","96.58631","","","","97.80255","","","95.34561","93.13705","96.55796","","","",
"Mongolia","MNG","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.91029","85.23354","86.27843","90.16734","91.63711","93.86103","95.4896","94.1944","86.55749","92.87807","93.08856","98.16822","97.86082","","","","","96.79143","94.28091","94.66853","96.15388","","","","","",
"Northern Mariana Islands","MNP","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","23.92941","","","","","","34.82921","","33.67767","33.60308","44.84728","","48.04056","47.21884","43.84901","","40.05235","","38.90162","37.32364","35.89831","36.62206","38.63597","","","43.1338","46.99319","50.99842","55.67982","52.92996","","66.03532","71.32799","75.45181","80.54017","84.04187","85.58978","86.85057","84.95111","85.24891","86.41766","87.33514","88.76509","88.72956","88.22894","92.4766","","",
"Mauritania","MRT","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.46063","48.47334","52.71616","","58.15936","58.52841","59.07196","62.51283","63.23849","66.98693","74.77657","73.94313","76.45345","77.78224","74.66639","73.64116","74.13788","75.13","74.4722","76.533","78.71735","","75.41915","80.42269","81.42558","","",
"Mauritius","MUS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","78.16315","78.51883","78.78632","79.46034","79.30351","82.55524","80.3445","77.7245","78.5737","82.27869","88.10684","91.24489","94.83329","","98.66192","","","","97.79685","93.33278","","93.37677","94.10458","95.03595","97.05766","97.95839","","","","","","","95.10045","96.5796","","","","97.32628","","","94.79059","97.27399","","","","","","","",
"Malawi","MWI","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.71025","","","","","","","","","","","","","",
"Malaysia","MYS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","83.21911","84.0625","85.03559","","","","","","","","","","","","","","","","","","","","","","97.49636","","","","95.5427","94.89175","98.51642","97.85567","96.5787","97.08177","99.439","99.71313","96.7945","96.08308","95.26292","97.34764","96.37475","","98.90222","","99.8099","","","","","","",
"North America","NAC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.65069","95.81151","95.64529","","",
"Namibia","NAM","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.9079","79.8983","","82.11097","","","","","","88.61618","89.75966","91.44128","93.26871","95.58567","95.81794","93.5909","93.76349","90.55628","93.59458","92.89803","","94.25457","","97.57149","","","","","","","","",
"New Caledonia","NCL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","7.59073","8.18867","","","","","","","","","","","","16.53225","","","16.47078","16.88337","17.39823","16.02055","","","","","18.56885","19.14915","20.81695","21.67539","24.59737","27.44776","30.80566","33.72222","34.26441","35.68321","37.11957","","","48.73547","53.3845","55.382","55.31584","55.75472","57.2101","58.33642","","","","",
"Nigeria","NGA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.39441","60.27744","","","","62.99102","63.65292","64.73516","64.01113","58.24456","59.56059","60.00594","","","","","","","","","","",
"Nicaragua","NIC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","55.85945","","56.13542","","","","","","","65.29528","","63.78167","64.39848","62.46133","67.88859","66.60693","67.98531","68.44308","66.4416","68.23713","70.45706","74.32614","75.00464","75.95502","74.50483","","","","83.4261","86.54841","90.25137","96.78003","","","","98.57809","98.41874","99.14097","","97.59736","","","","","","","","","","",
"Netherlands","NLD","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","93.77312","93.07326","92.58249","91.77905","91.64944","92.64697","93.13348","93.67655","94.35818","94.52062","94.00625","92.03202","90.12835","88.82093","88.2721","93.52438","95.50692","97.17586","97.83011","97.77392","97.02954","95.61267","95.42382","98.78624","99.04296","99.12867","99.40025","","","","","","","","","","","","","","","","","","","","99.46792","","","",
"Norway","NOR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","99.98991","","99.28419","99.06592","","98.5843","98.36482","","97.60669","96.51469","96.42194","97.23586","97.59952","98.65199","99.78498","","99.70465","98.85083","98.4674","98.15304","98.30724","84.34029","","","","","","99.89115","99.4396","98.66178","98.9296","99.1521","99.39836","99.31789","99.23571","99.50677","","","99.79021","","","","","","",
"Nepal","NPL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","34.35866","36.41195","","","","43.01383","","","","","","","","","","","57.01923","64.11549","","","73.99543","74.78198","","","","","","","","","","","","","","","","",
"Nauru","NRU","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.92308","","","","","","","","",
"New Zealand","NZL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","99.45933","99.14273","","","","","","","","","98.01424","","","","","","","","98.81623","97.34669","","97.17952","98.63502","98.88263","","","","","","","","","","","","","","","","","","97.68516","98.03091","98.92269","","","","",
"OECD members","OED","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.04668","95.92177","95.8974","96.28314","95.7684","95.94636","96.11429","96.67265","96.86118","97.07247","97.03801","96.7986","96.53372","96.27163","96.23532","96.36372","96.64467","","97.07888","97.12684","96.71011","","",
"Oman","OMN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","4.90081","9.40158","14.566","16.67843","","22.56069","25.96712","","31.59413","34.7856","39.89616","46.75114","51.55054","60.53199","61.70437","61.7355","63.09117","64.80003","66.56478","68.20155","72.6001","74.53744","75.82932","77.89322","79.31814","82.0127","","","","","","","","","","","","","99.67396","","","","","","","","","",
"Other small states","OSS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.39844","82.47739","82.8534","83.01342","83.38758","84.14722","84.70037","85.0416","85.06345","85.12527","85.46628","85.81034","86.5754","86.29794","","",
"Pakistan","PAK","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.56638","47.51588","54.43763","58.36306","53.48415","58.72754","59.20603","60.11687","60.55766","58.12014","58.22598","62.58336","60.37147","56.42743","60.47581","60.35115","62.09417","","",
"Panama","PAN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","74.65225","82.85382","85.37972","87.3349","","88.78248","88.80246","","90.76377","89.59459","88.25426","86.96386","85.98761","84.72215","84.36712","85.05903","84.56442","85.64312","85.05094","86.71608","86.82492","","","","","","","","","92.78902","94.67437","95.81135","97.73026","","","97.60254","98.25154","","96.95272","93.97832","95.54147","94.82927","94.39614","92.73396","90.46746","87.56354","","86.46573","","","",
"Peru","PER","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","71.56228","","","","","","","","","","","86.28305","","","","","","","","","","","","89.88694","","84.76956","","","97.12018","98.63538","99.54804","","","98.52722","","","","","","99.12406","","99.6342","93.99569","96.63623","95.54196","96.91169","","","","","",
"Philippines","PHL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","92.68579","94.29359","92.58319","88.40193","","93.91955","93.31287","96.81855","98.31281","","","","","","","","","90.24974","89.29798","","90.48919","91.35792","91.38405","90.90822","90.1468","88.48251","88.65842","89.86928","91.658","","","","","","96.23732","95.30311","95.18792","","","",
"Palau","PLW","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.33169","","","","","","","","","","","","","","","","","","","","","","","","","","","72.78155","","","","",
"Poland","POL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.99737","96.71731","96.55528","95.6734","94.80835","94.01676","93.42242","93.46943","93.5375","93.55424","94.2048","94.70553","94.82616","95.58608","96.21966","96.15925","","","97.27989","","","",
"Pre-demographic dividend","PRE","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.50283","63.65322","64.81541","66.79615","68.0567","69.2879","70.01266","69.52193","70.65847","71.72031","71.68373","72.53638","72.37402","72.88062","72.73709","","","",
"Puerto Rico","PRI","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.84468","89.51948","89.99319","88.45844","88.23688","85.88144","80.3519","","","","",
"Korea, Dem. People's Rep.","PRK","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.80684","","","","","","","","","","","",
"Portugal","PRT","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","88.11646","87.95267","","92.25904","93.15603","95.65292","","95.2927","95.90621","","","","","","","","","","99.0123","","","98.11182","","","","","","","","","","","","","","","","","","","","98.43982","97.43018","96.6403","97.35343","","","",
"Paraguay","PRY","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","78.64393","","70.46281","","","78.20262","79.11909","80.16302","81.88567","83.19155","85.32919","87.31095","","87.53933","87.24532","87.2404","86.14522","86.99188","88.54602","90.62521","92.16674","94.21239","85.96722","95.2745","91.38842","","94.52527","","","98.1986","99.75763","99.4715","97.67724","97.10085","96.68678","97.13101","95.54297","93.56726","91.73074","90.42534","88.71191","89.99722","87.97838","","","","","","","","",
"West Bank and Gaza","PSE","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.45603","90.75855","89.26813","89.09324","88.5755","86.55687","83.63202","84.47141","84.31482","86.22457","87.98256","88.86332","90.53836","93.66842","95.14238","95.76764","95.87822","96.25543","97.14533","97.25022","","",
"Pacific island small states","PSS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.36055","81.79941","78.84172","79.31557","82.0179","83.14425","83.3474","82.87643","83.01682","83.57263","82.93131","","","","","","","87.28916","86.38821","78.78416","","","","",
"Post-demographic dividend","PST","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.29249","96.44421","96.38134","96.25891","","95.75099","","95.95576","96.15748","","96.73114","96.67696","96.33925","","",
"French Polynesia","PYF","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","94.87775","94.69187","93.09724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","74.57173","83.77437","85.77034","84.30361","","90.77534","88.71769","92.60219","93.31216","","92.98722","","91.21989","92.49984","92.06867","95.3049","88.84785","88.23307","86.8906","84.46598","80.62631","77.5297","77.53987","82.24454","","","","","","97.84263","","","","","","96.85941","","","","","","","","95.02616","96.71293","96.99953","97.5693","99.45751","","",
"Romania","ROU","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.46534","83.3965","88.30312","89.71776","89.75655","93.51453","90.86231","90.77492","90.82164","93.70599","97.35769","","98.53716","96.45499","96.42742","96.11077","96.26787","95.85091","95.32278","94.03819","","","89.51947","87.5438","85.80322","","","",
"Russian Federation","RUS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.89288","93.49224","","","","","","","","","","","93.57329","94.21468","95.41766","97.14639","","","","","96.04486","97.29312","97.9711","","","","",
"Rwanda","RWA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","49.89811","47.82932","46.22906","","50.41219","53.02797","","","","","","","","","","","","","","","","","","","","","85.63319","","","82.45272","86.69476","","","","","","","","","","","","","99.47912","97.39013","95.54366","","",
"South Asia","SAS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.9288","90.71958","90.74347","","",
"Saudi Arabia","SAU","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","31.4346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.94696","97.08999","","","","","96.5697","95.76108","94.96938","","",
"Sudan","SDN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.27348","56.47091","57.63927","58.71826","59.10283","62.01307","61.01514","","","",
"Senegal","SEN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","24.8883","27.04413","28.08905","29.08685","30.51298","32.19517","33.05545","33.89343","37.53358","","38.7848","","38.32991","","38.2571","","","","44.10598","48.69991","51.95599","50.77453","55.06712","","","62.94346","62.5563","64.00654","67.60955","70.6294","72.31399","72.6207","74.09407","75.0892","78.84001","77.78702","78.71067","78.95308","77.25883","80.75965","","","",
"Singapore","SGP","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.04085","79.58564","79.35042","","","","","","","","","","","67.82703","","",
"Sierra Leone","SLE","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","37.19845","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.59841","","","97.87612","","","","","",
"El Salvador","SLV","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","63.78913","","","","","","","","","","","","","75.06557","","","","","","","","","","","","","","","88.4887","","90.86143","91.64439","93.39051","93.21927","","","","","","","96.22009","95.58788","94.48846","91.83273","89.46417","86.9991","85.70568","81.4231","82.11591","","",
"San Marino","SMR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","95.94972","90.12346","86.79505","86.4215","86.64688","88.08777","94.28105","95.64489","95.09306","","88.81579","90.12945","","","87.17201","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","15.41538","14.0983","11.74878","11.72704","10.94357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8896","98.82247","98.39666","96.10119","94.67606","97.51667","96.54262","96.69024","98.86675","99.30296","99.22081","98.642","98.42108","","",
"Sub-Saharan Africa (excluding high income)","SSA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.78888","72.22735","72.90378","72.2247","73.66187","74.59063","75.0805","75.62539","75.52283","75.86458","75.90145","76.0883","","",
"South Sudan","SSD","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.06373","","","","30.42532","","","","","",
"Sub-Saharan Africa","SSF","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.7902","72.22851","72.90485","72.22591","73.66296","74.59158","75.08155","75.62633","75.52386","75.86553","75.90228","76.08911","","",
"Small states","SST","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.58657","","","","","83.42801","84.19719","84.46493","84.63899","84.72175","85.35784","85.76559","85.8822","86.2744","86.29308","86.65204","86.09795","86.46551","86.64325","","",
"Sao Tome and Principe","STP","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","93.52219","93.56267","","","","89.34326","","89.60396","","","","","","","","","79.15002","","","93.28944","95.38605","97.07642","97.04172","","90.45099","91.18216","93.06512","91.84603","","","88.95186","88.84831","87.87371","","93.98178","","","",
"Suriname","SUR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","94.18554","94.99743","","","","","","","","","","","","","","","","","","","","","","","","","","","83.17978","85.47025","83.33554","90.07385","93.95546","91.97224","90.37865","90.60698","90.03167","90.29933","91.23083","92.55615","87.98488","87.72937","","",
"Slovak Republic","SVK","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.7486","86.29631","84.04931","82.92104","83.68969","85.89969","87.87462","88.19401","86.80889","85.02155","84.19697","85.15557","85.35829","84.77256","83.61803","83.01319","84.16967","","","",
"Slovenia","SVN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.89367","94.66166","95.14155","97.91959","96.60493","96.94122","96.23136","97.13855","98.03322","99.95643","","","99.19262","99.27583","99.30238","99.37694","99.94988","","99.13625","98.9288","","","","","","",
"Sweden","SWE","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","96.33671","","","","","98.05597","98.41473","98.75798","99.54328","99.8375","","","","","","","","","","","","98.77722","96.60129","95.20616","94.94789","96.09091","98.11789","","","","","","","","","","","","",
